"","time","GNSS_ID","SV_ID","C","C_std","L","L_std","D","D_std","S","NLOS"
"260",126644.499999971,"GPS",25,21242866.076208,20.48,111632014.147251,0.06,2512.903,8.192,22,1
"261",126644.499999971,"GPS",29,23854232.2882788,0.64,125354841.279756,0.004,4081.775,0.256,46,0
"262",126644.499999971,"SBAS",120,39064400.1717719,0.64,205284802.803668,0.004,292.488,0.256,42,1
"263",126644.699999971,"GPS",12,19834463.4653317,0.32,104230797.939507,0.004,220.5293,0.128,49,0
"264",126644.699999971,"Glonass",20,19783390.8631348,1.28,105790688.473484,0.008,2212.659,0.512,43,0
"265",126644.699999971,"GPS",19,22637481.0824583,2.56,118960757.862781,0.012,-2780.329,1.024,47,0
"266",126644.699999971,"GPS",32,22233733.5405298,20.48,116839057.780604,0.06,638.5388,8.192,24,1
"267",126644.699999971,"Glonass",1,22682230.3384039,81.92,121249541.763374,0.06,-2364.288,32.768,35,1
"268",126644.699999971,"Glonass",10,19093201.5859542,0.64,101777561.243291,0.004,101.4736,0.256,43,0
"269",126644.699999971,"Glonass",21,22681021.4793949,10.24,121370769.367155,0.028,4770.08,4.096,31,0
"270",126644.699999971,"Glonass",19,20790763.0821863,2.56,111216595.237261,0.012,-2226.435,1.024,43,0
"271",126644.699999971,"GPS",14,22648145.3249617,40.96,119016806.721285,0.06,1602.471,16.384,21,1
"272",126644.699999971,"GPS",6,22844129.7106959,5.12,120046714.4151,0.02,1126.465,2.048,44,0
"273",126644.699999971,"Glonass",9,21644360.4940101,10.24,115417231.731438,0.06,-2951.953,2.048,38,0
"274",126644.699999971,"GPS",24,21266461.2179851,10.24,111756007.219855,0.06,-2228.516,4.096,40,1
"275",126644.699999971,"GPS",17,25080305.6490815,10.24,131797895.372687,0.028,-3103.288,4.096,34,1
"276",126644.699999971,"GPS",2,23475770.4128713,5.12,123366020.315251,0.024,2838.054,2.048,40,1
"277",126644.699999971,"GPS",25,21242772.4514273,20.48,111631522.460852,0.06,2514.472,8.192,22,1
"278",126644.699999971,"GPS",29,23854076.9202652,0.64,125354024.770602,0.004,4082.52,0.256,46,0
"279",126644.699999971,"SBAS",120,39064388.9163814,0.64,205284744.111719,0.004,294.311,0.256,42,1
"280",126644.899999971,"GPS",12,19834455.0805021,0.32,104230753.810774,0.004,220.7175,0.128,51,0
"281",126644.899999971,"Glonass",20,19783308.0662142,1.28,105790245.956939,0.008,2210.978,0.512,44,0
"282",126644.899999971,"Glonass",2,22692120.2924709,20.48,121089501.191585,0.06,1280.809,8.192,31,1
"283",126644.899999971,"GPS",19,22637587.0489056,1.28,118961314.266585,0.012,-2781.983,0.512,48,0
"284",126644.899999971,"GPS",32,22233714.4936171,20.48,116838958.210531,0.06,640.4348,8.192,25,1
"285",126644.899999971,"Glonass",1,22682319.4086777,81.92,121250017.843418,0.06,-2365.85,32.768,37,1
"286",126644.899999971,"Glonass",10,19093197.8036196,0.64,101777541.051873,0.004,100.9424,0.256,42,0
"287",126644.899999971,"Glonass",21,22680841.1706576,20.48,121369804.881538,0.06,4787.744,8.192,35,0
"288",126644.899999971,"Glonass",19,20790846.760343,2.56,111217040.483921,0.012,-2225.659,1.024,46,0
"289",126644.899999971,"GPS",14,22648084.6636423,40.96,119016487.22787,0.06,1602.471,16.384,21,1
"290",126644.899999971,"GPS",6,22844085.2824415,5.12,120046489.283365,0.016,1126.297,1.024,42,0
"291",126644.899999971,"Glonass",9,21644471.4904826,10.24,115417823.317762,0.028,-2947.607,4.096,38,0
"292",126644.899999971,"GPS",24,21266548.486524,5.12,111756466.369019,0.028,-2227.089,2.048,47,0
"293",126644.899999971,"GPS",17,25080426.5092896,10.24,131798530.44857,0.06,-3120.557,4.096,33,1
"294",126644.899999971,"GPS",2,23475663.6219013,5.12,123365452.803128,0.024,2837.738,2.048,38,1
"295",126644.899999971,"GPS",25,21242676.5973812,20.48,111631018.385945,0.06,2508.521,8.192,22,1
"296",126644.899999971,"GPS",29,23853921.6569529,0.64,125353208.419122,0.004,4081.378,0.256,46,0
"297",126644.899999971,"SBAS",120,39064377.9358319,0.64,205284685.528683,0.004,293.2395,0.256,41,1
"298",126645.199999971,"GPS",12,19834442.655947,0.32,104230687.72408,0.004,220.1665,0.128,50,0
"299",126645.199999971,"Glonass",20,19783184.0082537,1.28,105789582.27288,0.008,2211.894,0.512,45,0
"300",126645.199999971,"GPS",19,22637745.9156879,2.56,118962149.083796,0.012,-2782.029,1.024,46,0
"301",126645.199999971,"GPS",32,22233681.6130443,20.48,116838784.912371,0.06,632.3635,8.192,25,1
"302",126645.199999971,"Glonass",1,22682453.5266887,81.92,121250734.61818,0.06,-2367.304,16.384,34,1
"303",126645.199999971,"Glonass",10,19093192.1366613,0.64,101777510.734254,0.004,100.8647,0.256,43,0
"304",126645.199999971,"Glonass",21,22680572.1711885,20.48,121368365.727723,0.06,4771.484,8.192,35,0
"305",126645.199999971,"Glonass",19,20790971.1324073,2.56,111217708.503115,0.012,-2227.399,0.512,46,0
"306",126645.199999971,"GPS",14,22647992.91476,40.96,119016005.487748,0.06,1602.471,16.384,21,1
"307",126645.199999971,"GPS",6,22844024.0365398,2.56,120046152.000374,0.012,1122.959,1.024,45,0
"308",126645.199999971,"Glonass",9,21644634.4798789,10.24,115418692.747226,0.028,-2958.633,4.096,39,0
"309",126645.199999971,"GPS",24,21266678.1023788,5.12,111757147.444785,0.028,-2229.36,2.048,43,0
"310",126645.199999971,"GPS",17,25080603.498123,20.48,131799460.689243,0.06,-3116.016,8.192,37,1
"311",126645.199999971,"GPS",2,23475506.0813355,5.12,123364601.724654,0.024,2837.394,2.048,35,1
"312",126645.199999971,"GPS",25,21242536.0969531,20.48,111630279.88309,0.06,2522.406,8.192,22,1
"313",126645.199999971,"GPS",29,23853688.7663469,0.32,125351983.91821,0.004,4081.305,0.128,48,0
"314",126645.199999971,"SBAS",120,39064361.1269097,0.64,205284597.718739,0.004,292.5413,0.256,41,1
"315",126645.499999971,"GPS",12,19834430.2793801,0.32,104230621.656248,0.004,220.0999,0.128,50,0
"316",126645.499999971,"Glonass",20,19783059.8892175,1.28,105788918.718021,0.008,2211.04,0.512,46,0
"317",126645.499999971,"GPS",19,22637904.9438847,2.56,118962983.679792,0.016,-2782.079,1.024,41,0
"318",126645.499999971,"GPS",32,22233646.9918123,20.48,116838603.053797,0.06,649.0291,8.192,26,1
"319",126645.499999971,"Glonass",1,22682583.4304722,40.96,121251428.421524,0.06,-2369.329,16.384,34,1
"320",126645.499999971,"Glonass",10,19093186.3737269,0.64,101777480.471988,0.004,101.2915,0.256,43,0
"321",126645.499999971,"Glonass",21,22680305.4489729,20.48,121366937.651075,0.06,4761.959,8.192,31,0
"322",126645.499999971,"Glonass",19,20791096.1850302,2.56,111218376.57366,0.012,-2226.654,1.024,47,0
"323",126645.499999971,"GPS",14,22647903.835761,40.96,119015537.747625,0.06,1602.471,16.384,21,1
"324",126645.499999971,"GPS",6,22843953.6772619,2.56,120045814.70432,0.012,1123.885,1.024,47,0
"325",126645.499999971,"Glonass",9,21644800.0780827,5.12,115419577.872364,0.028,-2949.009,2.048,46,0
"326",126645.499999971,"GPS",24,21266806.1913396,5.12,111757816.160487,0.024,-2228.098,2.048,46,0
"327",126645.499999971,"GPS",17,25080776.6609962,20.48,131800370.58334,0.06,-3110.889,8.192,34,1
"328",126645.499999971,"GPS",2,23475342.664409,10.24,123363757.677816,0.028,2837.434,4.096,39,1
"329",126645.499999971,"GPS",25,21242395.4220228,20.48,111629541.057003,0.06,2510.528,8.192,22,1
"330",126645.499999971,"GPS",29,23853455.9542669,0.32,125350759.401103,0.004,4081.75,0.128,48,0
"331",126645.499999971,"SBAS",120,39064344.7149799,0.64,205284510.014598,0.004,293.2664,0.256,38,1
"332",126645.699999971,"GPS",12,19834421.8552875,0.32,104230577.635575,0.004,219.5942,0.128,50,0
"333",126645.699999971,"Glonass",20,19782977.101022,1.28,105788476.339081,0.008,2212.156,0.512,43,0
"334",126645.699999971,"GPS",19,22638010.4435386,2.56,118963539.983129,0.016,-2781.344,1.024,47,0
"335",126645.699999971,"GPS",32,22233625.728722,40.96,116838491.209446,0.06,617.7791,16.384,25,1
"336",126645.699999971,"Glonass",1,22682668.2603431,40.96,121251882.313043,0.06,-2367.798,16.384,36,1
"337",126645.699999971,"Glonass",10,19093182.6262927,0.64,101777460.40018,0.004,100.0276,0.256,44,0
"338",126645.699999971,"Glonass",21,22680127.6181665,20.48,121365986.94228,0.06,4786.063,8.192,38,0
"339",126645.699999971,"Glonass",19,20791180.1074899,2.56,111218821.847695,0.012,-2226.19,1.024,47,0
"340",126645.699999971,"GPS",14,22647843.3227684,40.96,119015219.25421,0.06,1602.471,16.384,22,1
"341",126645.699999971,"GPS",6,22843919.623162,2.56,120045589.840274,0.012,1123.886,1.024,44,0
"342",126645.699999971,"Glonass",9,21644912.3309708,5.12,115420167.688261,0.028,-2948.987,2.048,45,0
"343",126645.699999971,"GPS",24,21266894.7904576,5.12,111758285.931113,0.024,-2230.198,2.048,40,0
"344",126645.699999971,"GPS",17,25080895.7849076,20.48,131800996.389264,0.06,-3114.16,8.192,34,1
"345",126645.699999971,"GPS",2,23475231.7726378,10.24,123363175.218453,0.024,2834.946,2.048,41,0
"346",126645.699999971,"GPS",25,21242301.2999109,20.48,111629045.805651,0.06,2513.739,8.192,23,1
"347",126645.699999971,"GPS",29,23853300.5339026,0.32,125349943.171688,0.004,4080.432,0.128,46,0
"348",126645.699999971,"SBAS",120,39064333.5119401,0.64,205284451.691518,0.004,291.0767,0.256,35,1
"349",126645.899999971,"GPS",12,19834413.400657,0.32,104230533.627535,0.004,220.0461,0.128,49,0
"350",126645.899999971,"Glonass",20,19782894.4524282,1.28,105788034.175003,0.008,2209.764,0.512,44,0
"351",126645.899999971,"Glonass",2,22691882.4547283,20.48,121088232.259863,0.06,1271.635,8.192,29,1
"352",126645.899999971,"GPS",19,22638119.2892717,2.56,118964096.421959,0.016,-2780.362,1.024,47,0
"353",126645.899999971,"GPS",32,22233602.5548328,20.48,116838369.582931,0.06,642.4685,8.192,25,1
"354",126645.899999971,"Glonass",1,22682760.1139268,40.96,121252373.048793,0.06,-2368.545,8.192,38,1
"355",126645.899999971,"Glonass",10,19093178.8526831,0.64,101777440.274666,0.004,100.6487,0.256,44,0
"356",126645.899999971,"Glonass",21,22679952.1954901,20.48,121365047.510564,0.06,4777.025,8.192,35,0
"357",126645.899999971,"Glonass",19,20791260.4177545,2.56,111219267.370279,0.012,-2226.66,0.512,44,0
"358",126645.899999971,"GPS",14,22647781.0865668,40.96,119014892.760795,0.06,1602.471,16.384,22,1
"359",126645.899999971,"GPS",6,22843870.8847038,5.12,120045350.936673,0.06,1124.072,2.048,40,0
"360",126645.899999971,"Glonass",9,21645021.9052506,5.12,115420757.629975,0.028,-2953.058,2.048,40,0
"361",126645.899999971,"GPS",24,21266979.6377788,10.24,111758731.660114,0.06,-2228.76,8.192,39,0
"362",126645.899999971,"GPS",17,25081016.0605333,20.48,131801628.457081,0.06,-3106.738,8.192,34,1
"363",126645.899999971,"GPS",2,23475120.553675,5.12,123362607.734186,0.024,2838.69,2.048,40,0
"364",126645.899999971,"GPS",25,21242205.8559449,20.48,111628545.162557,0.06,2510.025,8.192,23,1
"365",126645.899999971,"GPS",29,23853145.2095145,0.32,125349126.93043,0.004,4081.421,0.128,44,0
"366",126645.899999971,"SBAS",120,39064322.3874263,0.64,205284393.272829,0.008,291.8142,0.256,37,1
"367",126646.099999971,"GPS",12,19834405.0245525,0.32,104230489.691787,0.004,219.4875,0.128,50,0
"368",126646.099999971,"Glonass",20,19782811.7165834,1.28,105787591.89154,0.008,2210.043,0.512,47,0
"369",126646.099999971,"Glonass",2,22691834.2092388,20.48,121087975.263837,0.06,1282.149,8.192,28,1
"370",126646.099999971,"GPS",19,22638223.6721117,2.56,118964652.84471,0.012,-2782.559,1.024,52,0
"371",126646.099999971,"GPS",32,22233579.045027,20.48,116838246.06161,0.06,639.1926,8.192,31,1
"372",126646.099999971,"Glonass",1,22682850.9902982,40.96,121252858.674833,0.06,-2368.031,16.384,38,1
"373",126646.099999971,"Glonass",10,19093175.0965237,0.64,101777420.246282,0.004,100.0554,0.256,43,0
"374",126646.099999971,"Glonass",21,22679773.2391447,10.24,121364089.769058,0.06,4779.743,4.096,31,0
"375",126646.099999971,"Glonass",19,20791345.3523268,2.56,111219712.875892,0.012,-2228.375,0.512,48,0
"376",126646.099999971,"GPS",14,22647721.0970808,40.96,119014577.26738,0.06,1602.471,16.384,22,1
"377",126646.099999971,"GPS",6,22843842.7505903,10.24,120045203.319679,0.06,1120.801,4.096,41,0
"378",126646.099999971,"Glonass",9,21645129.6821579,5.12,115421333.868717,0.06,-2951.367,2.048,41,0
"379",126646.099999971,"GPS",24,21267061.9679061,10.24,111759164.85662,0.024,-2230.683,4.096,46,0
"380",126646.099999971,"GPS",17,25081137.2217577,20.48,131802264.836971,0.06,-3111.865,8.192,37,1
"381",126646.099999971,"GPS",2,23475014.1727851,5.12,123362040.381904,0.024,2837.253,2.048,42,0
"382",126646.099999971,"GPS",25,21242111.5855061,20.48,111628049.493583,0.06,2518.544,8.192,23,1
"383",126646.099999971,"GPS",29,23852989.8415009,0.64,125348310.725141,0.004,4081.146,0.256,46,0
"384",126646.099999971,"SBAS",120,39064311.4286895,1.28,205284335.074842,0.008,289.9399,0.512,35,1
"385",126646.399999971,"GPS",12,19834392.6130851,0.32,104230423.795477,0.004,219.5791,0.128,50,0
"386",126646.399999971,"Glonass",20,19782687.9814519,1.28,105786928.641914,0.008,2210.149,0.512,48,0
"387",126646.399999971,"Glonass",2,22691763.1999402,20.48,121087595.76991,0.06,1270.633,8.192,29,1
"388",126646.399999971,"GPS",19,22638380.1045886,2.56,118965487.504131,0.016,-2781.964,1.024,43,0
"389",126646.399999971,"GPS",32,22233544.0529779,20.48,116838061.728742,0.06,658.7139,8.192,24,1
"390",126646.399999971,"Glonass",1,22682978.0496961,20.48,121253538.289265,0.06,-2370.557,8.192,37,1
"391",126646.399999971,"Glonass",10,19093169.3161391,0.64,101777390.176094,0.004,100.6616,0.256,44,0
"392",126646.399999971,"Glonass",21,22679506.028323,10.24,121362660.610824,0.06,4799.121,4.096,30,1
"393",126646.399999971,"Glonass",19,20791470.4136748,2.56,111220380.965954,0.012,-2228.949,0.512,47,0
"394",126646.399999971,"GPS",14,22647630.1160081,40.96,119014099.527258,0.06,1602.471,16.384,22,1
"395",126646.399999971,"GPS",6,22843772.0728459,10.24,120044831.940059,0.06,1122.412,4.096,43,1
"396",126646.399999971,"Glonass",9,21645297.2435112,10.24,115422227.550319,0.06,-2945.703,8.192,38,0
"397",126646.399999971,"GPS",24,21267185.3060451,10.24,111759813.095214,0.06,-2231.641,8.192,35,0
"398",126646.399999971,"GPS",17,25081314.9914883,10.24,131803199.78179,0.06,-3107.222,4.096,34,1
"399",126646.399999971,"GPS",2,23474858.368516,10.24,123361212.645107,0.06,2840.576,4.096,38,0
"400",126646.399999971,"GPS",25,21241971.2857555,20.48,111627312.144143,0.06,2499.36,8.192,23,1
"401",126646.399999971,"GPS",29,23852756.7720302,0.32,125347086.511843,0.004,4081.451,0.128,47,0
"402",126646.399999971,"SBAS",120,39064294.6197673,2.56,205284246.988373,0.016,299.6245,1.024,26,1
"403",126646.599999971,"GPS",12,19834384.2064427,0.32,104230379.90049,0.004,219.0527,0.128,50,0
"404",126646.599999971,"Glonass",20,19782605.2805075,1.28,105786486.449024,0.008,2212.329,0.512,43,0
"405",126646.599999971,"Glonass",2,22691714.4571195,20.48,121087335.598131,0.06,1257.535,8.192,29,1
"406",126646.599999971,"GPS",19,22638486.7166939,5.12,118966044.37606,0.02,-2784.585,1.024,44,0
"407",126646.599999971,"GPS",32,22233520.98379,20.48,116837941.306948,0.06,631.7693,8.192,24,1
"408",126646.599999971,"Glonass",1,22683070.7496153,20.48,121254033.278614,0.06,-2369.629,4.096,36,1
"409",126646.599999971,"Glonass",10,19093165.5338044,0.64,101777370.201229,0.004,100.1448,0.256,45,0
"410",126646.599999971,"Glonass",21,22679325.9289882,10.24,121361696.383123,0.06,4793.457,4.096,34,1
"411",126646.599999971,"Glonass",19,20791551.2648961,2.56,111220826.481343,0.012,-2227.783,1.024,42,0
"412",126646.599999971,"GPS",14,22647569.7818802,40.96,119013782.033843,0.06,1602.471,16.384,22,1
"413",126646.599999971,"GPS",6,22843715.3858136,10.24,120044533.847807,0.024,1124.828,4.096,43,1
"414",126646.599999971,"Glonass",9,21645408.667514,20.48,115422820.809258,0.06,-2952.832,8.192,38,0
"415",126646.599999971,"GPS",24,21267277.8532749,20.48,111760298.71021,0.06,-2221.729,8.192,42,0
"416",126646.599999971,"GPS",17,25081432.6626691,10.24,131803818.025147,0.028,-3108.624,4.096,34,1
"417",126646.599999971,"GPS",2,23474750.0724647,10.24,123360643.279436,0.06,2839.941,8.192,32,1
"418",126646.599999971,"GPS",25,21241877.6522497,20.48,111626819.625142,0.06,2504.748,8.192,22,1
"419",126646.599999971,"GPS",29,23852601.3691161,0.64,125346270.281684,0.004,4080.994,0.256,46,0
"420",126646.599999971,"SBAS",120,39064283.4298152,2.56,205284188.676016,0.02,292.2368,1.024,31,1
"421",126646.799999971,"GPS",12,19834375.8826889,0.32,104230335.999728,0.004,219.6631,0.128,50,0
"422",126646.799999971,"Glonass",20,19782522.736615,1.28,105786044.385379,0.008,2210.309,0.512,46,0
"423",126646.799999971,"GPS",19,22638593.917744,20.48,118966613.970605,0.06,-2800.244,8.192,35,1
"424",126646.799999971,"GPS",32,22233496.536035,20.48,116837812.422546,0.06,634.4392,8.192,24,1
"425",126646.799999971,"Glonass",1,22683159.0433545,20.48,121254505.798409,0.028,-2366.846,4.096,39,1
"426",126646.799999971,"Glonass",10,19093161.7863701,0.64,101777350.23491,0.004,99.85669,0.256,46,0
"427",126646.799999971,"Glonass",21,22679148.9619676,20.48,121360749.311571,0.06,4778.809,8.192,37,1
"428",126646.799999971,"Glonass",19,20791635.5625355,2.56,111221272.098002,0.012,-2227.954,1.024,46,0
"429",126646.799999971,"GPS",14,22647509.0638476,40.96,119013462.540428,0.06,1602.471,16.384,23,1
"430",126646.799999971,"GPS",6,22843691.7102306,10.24,120044309.642129,0.024,1122.554,2.048,44,1
"431",126646.799999971,"Glonass",9,21645513.1463302,10.24,115423378.503235,0.06,-2952.978,4.096,39,0
"432",126646.799999971,"GPS",24,21267366.0728506,10.24,111760762.79329,0.06,-2222.504,4.096,36,0
"433",126646.799999971,"GPS",17,25081545.417251,10.24,131804439.197011,0.032,-3099.308,4.096,36,1
"434",126646.799999971,"GPS",2,23474640.4938225,20.48,123360067.78464,0.06,2830.713,8.192,37,1
"435",126646.799999971,"GPS",25,21241783.2247589,20.48,111626323.913335,0.06,2499.988,8.192,22,1
"436",126646.799999971,"GPS",29,23852446.1014412,0.64,125345454.106424,0.004,4080.933,0.256,45,0
"437",126646.799999971,"SBAS",120,39064272.2093252,5.12,205284129.820066,0.024,301.3381,2.048,31,1
"438",126646.999999971,"GPS",12,19834367.5109469,0.32,104230292.119846,0.004,219.4358,0.128,49,0
"439",126646.999999971,"Glonass",20,19782440.3235992,1.28,105785602.324986,0.008,2209.531,0.512,48,0
"440",126646.999999971,"Glonass",2,22691619.362158,20.48,121086828.052594,0.06,1261.013,8.192,33,1
"441",126646.999999971,"GPS",19,22638699.827478,10.24,118967169.568477,0.06,-2782.275,8.192,43,1
"442",126646.999999971,"GPS",32,22233473.1178428,20.48,116837689.435274,0.06,633.2236,8.192,24,1
"443",126646.999999971,"Glonass",1,22683247.5552214,10.24,121254979.310812,0.06,-2369.434,4.096,38,1
"444",126646.999999971,"Glonass",10,19093158.0214857,0.64,101777330.274632,0.004,99.58081,0.256,46,0
"445",126646.999999971,"Glonass",21,22678967.0652604,20.48,121359776.125724,0.06,4771.045,8.192,35,1
"446",126646.999999971,"Glonass",19,20791718.5252331,5.12,111221721.725491,0.06,-2228.564,2.048,40,0
"447",126646.999999971,"GPS",14,22647447.8833842,40.96,119013141.047013,0.06,1602.471,16.384,23,1
"448",126646.999999971,"GPS",6,22843650.8941714,10.24,120044195.580235,0.028,1127.607,2.048,42,1
"449",126646.999999971,"Glonass",9,21645628.9067121,5.12,115423995.431016,0.06,-2948.291,2.048,50,0
"450",126646.999999971,"GPS",24,21267446.2696888,10.24,111761184.110078,0.024,-2229.291,4.096,38,0
"451",126646.999999971,"GPS",17,25081664.9556051,10.24,131805038.002433,0.06,-3111.675,4.096,33,1
"452",126646.999999971,"GPS",2,23474532.8565169,20.48,123359502.390317,0.06,2847.705,8.192,34,1
"453",126646.999999971,"GPS",25,21241687.1438601,40.96,111625819.134257,0.06,2522.801,16.384,22,1
"454",126646.999999971,"GPS",29,23852290.6549016,0.32,125344637.885317,0.004,4081.158,0.128,46,0
"455",126646.999999971,"SBAS",120,39064260.3300894,10.24,205284073.310715,0.06,297.0933,4.096,30,1
"456",126647.199999971,"GPS",12,19834358.9908781,0.32,104230248.295394,0.004,219.2004,0.128,50,0
"457",126647.199999971,"Glonass",20,19782357.6662803,0.64,105785160.255392,0.004,2211.276,0.256,46,0
"458",126647.199999971,"Glonass",2,22691571.9019283,20.48,121086575.211399,0.06,1269.58,8.192,30,1
